Own children of the householder under 6 years,Own children of the householder 6 to 17 years,Mean travel time to work (minutes),Median household income (dollars),Mean household income (dollars),Total housing units,Rental vacancy rate,ROOM Median rooms,VALUE Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),GROSS RENT Occupied units paying rent Median (dollars),Population in households,YEAR OF ENTRY Population born outside the United States,YEAR OF ENTRY Foreign born,Total population,Sex ratio (males per 100 females),Median age (years),Unemployment Rate,Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"INCOME AND BENEFITS (IN 2016 INFLATION-ADJUSTED DOLLARS) Less than $10,000",HEALTH INSURANCE COVERAGE With health insurance coverage,HEALTH INSURANCE COVERAGE With private health insurance,HOUSING TENURE Renter-occupied,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2015 or later,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2010 to 2014,VEHICLES AVAILABLE No vehicles available,VEHICLES AVAILABLE 2 vehicles available,VEHICLES AVAILABLE 3 or more vehicles available,OCCUPANTS PER ROOM 1.01 to 1.50,OCCUPANTS PER ROOM 1.51 or more,MORTGAGE STATUS Owner-occupied units Housing units with a mortgage,65 years and over,MARITAL STATUS Males 15 years and over Never married,MARITAL STATUS Females 15 years and over Never married,EDUCATIONAL ATTAINMENT Less than 9th grade,"EDUCATIONAL ATTAINMENT 9th to 12th grade, no diploma",Percent bachelor's degree or higher,PLACE OF BIRTH Native Different state,SEX AND AGE 62 years and over,White,Black or African American,Asian,Hispanic or Latino (of any race),geoid,typo,INTPTLAT_x,INTPTLONG,label_bin,label_three,label_four,USPS,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT_y,INTPTLONG,relation_max_fee,relation_min_fee
162,532,45.7,37020,51708,1645,10.6,4.2,507500,2000,542,1180,3573,1026,1008,3573,81.92,30.9,0.07,0.03,0.03,0.02746184285,0.09,0.06,0.03,0.03,0.11,0.33,0.1,0.13,0.07,0.11,0.82,0.54,0.69,0.05,0.32,0.66,0.05,0.03,0.02,0.02,0.82,0.11,0.64,0.66,0.1,0.16,0.23,0.16,0.14,0.08,0.86,0.1562713675,0.07,36047037900,LI - Ongoing Gentrification,40.68,-73.92,1,2,2,NY,183760,0,0.071,0,40.6804989,-73.9193657,1406,1088
449,765,41.4,27260,44985,2191,4.944467354,4.2,805500,3250,687,663,5187,696,567,5187,64.93,34.4,0.1,0.02,0.02,0.01,0.06,0.1,0.02,0.04,0.14,0.33,0.1,0.07,0.09,0.16,0.9,0.4,0.79,0.01,0.29,0.72,0.04,0.02,0.04,0.02,0.58,0.12,0.55,0.63,0.09,0.21,0.14,0.17,0.14,0.08,0.85,0.1562713675,0.11,36047038100,LI - At Risk of Gentrification,40.68,-73.93,1,1,1,NY,239523,0,0.092,0,40.6810478,-73.9254263,1509,583
516,964,55.4,18601,32574,2241,4.944467354,4.2,1082400,2637.827457,1145,505,5893,2438,1991,5893,68.9,31.7,0.19,0.06,0.06,0.02746184285,0.09,0.07,0.03797297297,0.07,0.08,0.26,0.22,0.05,0.04,0.28,0.92,0.37,0.97,0.01,0.18,0.78,0.02,0.05078651685,0.06,0.01,0.623960199,0.13,0.47,0.46,0.1,0.24,0.13,0.03,0.14,0.17,0.4,0.25,0.27,36047038200,LI - Ongoing Gentrification,40.59,-73.98,1,2,2,NY,233431,0,0.09,0,40.591525,-73.9814805,1286,933
374,607,44.5,65746,80714,1946,5.7,4.3,586600,2230,831,1394,4389,899,863,4399,75.54,34.2,0.07,0.03,0.03,0.03,0.06,0.1,0.04,0.09,0.13,0.28,0.1,0.08,0.05,0.1,0.91,0.59,0.61,0.06,0.33,0.53,0.13,0.01,0.03,0.01,0.71,0.14,0.52,0.5,0.05,0.1,0.35,0.18,0.17,0.06,0.85,0.01,0.08,36047038300,MHI - Advanced Gentrification,40.68,-73.93,1,2,3,NY,174539,0,0.067,0,40.6845246,-73.9262056,1509,663
189,505,43.8,47793,65182,1615,12.2,4.3,611700,2410,595,1195,3447,458,383,3462,102.69,32.9,0.1,0.06,0.04,0.03,0.14,0.06,0.07,0.08,0.08,0.18,0.12,0.08,0.07,0.13,0.95,0.61,0.73,0.1,0.38,0.6,0.04,0.01,0.05,0.02,0.7,0.11,0.57,0.61,0.06,0.13,0.37,0.24,0.15,0.2,0.67,0.06,0.19,36047038500,LI - Ongoing Displacement of Low-Income Households,40.69,-73.93,0,0,0,NY,174443,0,0.067,0,40.6874554,-73.9267891,1394,942
419,413,39.4,45556,63275,1299,5.4,4.6,603300,2569,925,1234,3698,2106,2027,3706,101.09,41.3,0.08,0.12,0.01,0.03,0.17,0.04,0.01,0.13,0.09,0.25,0.05,0.08,0.02,0.01,0.94,0.42,0.45,0.01,0.28,0.31,0.18,0.05,0.04,0.06,0.42,0.13,0.21,0.32,0.13,0.1,0.26,0.01,0.14,0.46,0.2795633877,0.41,0.21,36047038600,LI - Ongoing Displacement of Low-Income Households,40.59,-73.98,0,0,0,NY,251189,0,0.097,0,40.5923495,-73.9751085,1286,505
312,588,43,40469,62951,1699,13.3,4.2,472600,2733,567,1213,4199,902,783,4347,99.77,32.9,0.13,0.09,0.04,0.02,0.08,0.08,0.03797297297,0.06,0.09,0.25,0.14,0.14,0.02,0.13,0.9,0.37,0.62,0.01,0.34,0.57,0.06,0.01,0.1,0.02,0.77,0.11,0.61,0.48,0.06,0.21,0.28,0.19,0.14,0.18,0.71,0.06,0.2,36047038700,LI - Ongoing Gentrification,40.69,-73.93,1,2,2,NY,188275,0,0.073,0,40.6905393,-73.9277496,1367,942
362,547,45.8,62463,76842,1503,3.6,4.1,578300,3203,901,1285,3646,1681,1659,3651,80.03,36.4,0.04,0.04,0.02,0.04,0.07,0.11,0.03,0.08,0.11,0.33,0.08,0.06,0.04,0.08,0.9,0.64,0.57,0.06,0.23,0.32,0.16,0.02,0.03,0.05,0.47,0.19,0.32,0.24,0.09,0.06,0.39,0.04,0.23,0.88,0.03,0.07,0.1,36047038800,MHI - Stable Exclusion,40.59,-73.97,0,0,0,NY,197933,0,0.076,0,40.5929248,-73.9692516,1405,1128
155,382,39.8,48615,62209,1231,4.944467354,3.6,295600,1647,981,1399,3063,1274,1103,3063,101.25,32.1,0.06,0.02,0.06,0.02,0.12,0.04,0.07,0.07,0.16,0.16,0.16,0.09,0.03,0.12,0.8,0.48,0.66,0.03,0.32,0.69,0.07,0.02,0.08,0.04,0.81,0.09,0.49,0.53,0.19,0.09,0.31,0.21,0.1,0.36,0.09,0.1,0.6,36047038900,LI - Ongoing Gentrification,40.7,-73.94,1,2,2,NY,162929,0,0.063,0,40.6994385,-73.9372349,904,435
235,451,40.5,52250,80568,867,4.944467354,4.8,552400,2764,897,1336,2349,1029,992,2349,103.73,31.3,0.07,0.07,0.05,0.13,0.16,0.05,0.03797297297,0.07,0.14,0.22,0.03,0.05,0.04,0.08,0.94,0.72,0.4,0.11,0.23,0.23,0.23,0.03,0.02,0.03,0.52,0.13,0.31,0.21,0.07,0.09,0.34,0.03,0.15,0.92,0.2795633877,0.04,0.04,36047039000,LI - Not Losing Low-Income Households,40.59,-73.96,0,0,0,NY,173841,0,0.067,0,40.5929693,-73.9644266,1446,1261
205,440,38,36957,49921,1157,4.944467354,3.9,359100,2258,835.5364007,1202,3157,1473,1197,3157,88.03,28.5,0.15,0.02,0.04,0.01,0.08,0.04,0.03,0.04,0.13,0.25,0.29,0.04,0.03,0.18,0.85,0.51,0.88,0.08,0.35,0.71,0.06,0.01,0.11,0.02,0.96,0.12,0.69,0.53,0.13,0.17,0.28,0.15,0.12,0.38,0.27,0.02,0.66,36047039100,LI - Not Losing Low-Income Households,40.7,-73.93,0,0,0,NY,166173,0,0.064,0,40.699795,-73.933655,1716,1016
582,319,39.8,40724,54290,1097,3.2,3.9,713400,2185,850,1446,2860,1505,1462,2860,86.81,28.9,0.11,0.08,0.02,0.11,0.08,0.1,0.01,0.08,0.1,0.33,0.04,0.03,0.02,0.12,0.86,0.56,0.71,0.12,0.35,0.38,0.13,0.01,0.1,0.02,0.52,0.13,0.26,0.21,0.09,0.09,0.37,0.06,0.15,0.8,0.01,0.19,0.02,36047039200,LI - Not Losing Low-Income Households,40.6,-73.96,0,0,0,NY,174602,0,0.067,0,40.5958499,-73.9630396,1362,1261
385,352,44.4,50250,65469,1452,2.5,4.2,543400,2787,788,1278,3569,1275,888,3672,117.92,32.3,0.15,0.08,0.02,0.01,0.15,0.06,0.07,0.05,0.12,0.2,0.17,0.03,0.05,0.17,0.83,0.48,0.78,0.04,0.44,0.65,0.03,0.02,0.06,0.01,0.74,0.09,0.65,0.51,0.13,0.17,0.27,0.12,0.1,0.48,0.43,0.02,0.59,36047039300,LI - Ongoing Gentrification,40.7,-73.93,1,2,2,NY,189603,0,0.073,0,40.695628,-73.9300045,1439,1016
312,538,44.9,52841,89477,786,4.944467354,4.9,908900,3628,1236,1405,2466,894,860,2466,106.53,29.8,0.12,0.03,0.05,0.08,0.17,0.04,0.03797297297,0.08,0.17,0.22,0.12,0.05,0.04268056968,0.05,0.91,0.5,0.54,0.02,0.25,0.37,0.17,0.03,0.12,0.01,0.53,0.12,0.34,0.27,0.09,0.14,0.25,0.02,0.15,0.9,0.2795633877,0.02,0.13,36047039400,LI - Ongoing Gentrification,40.6,-73.97,1,2,2,NY,192099,0,0.074,0,40.598493,-73.9650691,1444,1183
299,559,43.7,42787,54182,1395,0.7,4.7,648900,2250,889,1238,4308,1698,1493,4359,125.27,31.3,0.2,0.13,0.04,0.02746184285,0.04,0.05,0.07,0.09,0.17,0.2,0.16,0.04,0.02,0.21,0.76,0.44,0.82,0.08,0.4,0.67,0.04,0.01,0.12,0.02,0.52,0.11,0.64,0.52,0.21,0.08,0.2,0.18,0.11,0.33,0.39,0.08,0.42,36047039500,LI - Ongoing Displacement of Low-Income Households,40.69,-73.92,0,0,0,NY,159720,0,0.062,0,40.6929683,-73.9247375,1323,852
314,379,47.2,46042,94461,853,4.944467354,4.9,924100,2558,1129,1291,2028,428,396,2028,84.53,28.5,0.05,0.04,0.01,0.09,0.25,0.07,0.01,0.1,0.19,0.16,0.03,0.05,0.02,0.03,0.93,0.73,0.6,0.08,0.42,0.36,0.32,0.03,0.08,0.01,0.43,0.12,0.23,0.21,0.03,0.05,0.28,0.08,0.14,0.84,0.2795633877,0.01,0.06,36047039600,LI - Ongoing Displacement of Low-Income Households,40.6,-73.97,0,0,0,NY,163301,0,0.063,0,40.5973496,-73.9697067,1405,1183
302,333,43.2,36387,52702,1480,6.6,4.2,563900,3043,545,1323,3455,1200,1089,3458,103.29,34.2,0.17,0.08,0.01,0.01,0.09,0.11,0.05,0.08,0.12,0.25,0.09,0.09,0.05,0.13,0.85,0.44,0.71,0.06,0.3,0.7,0.04,0.02,0.06,0.08,0.64,0.12,0.54,0.48,0.14,0.09,0.23,0.15,0.17,0.31,0.6,0.02,0.33,36047039700,LI - Not Losing Low-Income Households,40.69,-73.92,0,0,0,NY,159158,0,0.061,0,40.6889488,-73.9191404,1406,852
218,362,44.6,53417,72956,943,4.944467354,4.4,615200,2640,706,1284,2829,1558,1526,2829,82.28,37.2,0.11,0.06,0.07,0.03,0.1,0.01,0.03797297297,0.07,0.11,0.29,0.16,0.08,0.02,0.04,0.85,0.47,0.49,0.03,0.34,0.39,0.07,0.01,0.11,0.05,0.53,0.16,0.35,0.31,0.2,0.12,0.27,0.03,0.18,0.41,0.2795633877,0.45,0.17,36047039800,LI - Not Losing Low-Income Households,40.6,-73.98,0,0,0,NY,202902,0,0.078,0,40.5954468,-73.9755124,1286,505
186,469,39.9,35242,49646,1516,7.6,3.9,619200,2783,514,1196,3434,1027,640,3434,85.52,31.7,0.17,0.03,0.03900655572,0.02,0.16,0.06899059871,0.06,0.09,0.14,0.29,0.11,0.06,0.04,0.18,0.9,0.46,0.91,0.08,0.25,0.69,0.04,0.06,0.06,0.03,0.62,0.08,0.53,0.61,0.12,0.15,0.24,0.16,0.14,0.31,0.57,0.1562713675,0.5,36047039900,LI - Ongoing Displacement of Low-Income Households,40.69,-73.92,0,0,0,NY,151236,0,0.058,0,40.6902356,-73.917553,1406,852
267,471,41.4,48750,57980,1144,6.1,4.5,629700,2803,746,1286,3325,1696,1659,3325,98.39,39,0.11,0.1,0.04,0.02,0.12,0.05,0.05,0.05,0.08,0.19,0.27,0.01,0.03,0.08,0.85,0.49,0.58,0.03,0.19,0.44,0.18,0.02,0.07,0.04,0.48,0.16,0.32,0.26,0.2,0.11,0.2,0.03,0.21,0.51,0.2795633877,0.41,0.11,36047040000,LI - Ongoing Displacement of Low-Income Households,40.6,-73.98,0,0,0,NY,192000,0,0.074,0,40.5978088,-73.9761352,1287,1172
204,325,48.3,44857,54485,1342,3.2,4.5,648100,2902,742,1297,2959,944,800,3197,82.27,29.5,0.09,0.06,0.01,0.01,0.2,0.05,0.02,0.03,0.14,0.3,0.06,0.07,0.06,0.13,0.87,0.47,0.81,0.07,0.35,0.66,0.08,0.01,0.04,0.01,0.81,0.08,0.67,0.61,0.11,0.16,0.25,0.18,0.1,0.26,0.54,0.02,0.32,36047040100,LI - Ongoing Displacement of Low-Income Households,40.69,-73.91,0,0,0,NY,159606,0,0.062,0,40.6864591,-73.9127408,1426,1066
217,227,46.9,43828,66205,991,6.2,4.4,684700,2849,844,1206,2749,1470,1425,2749,108.42,38,0.08,0.09,0.05,0.05,0.12,0.11,0.01,0.06,0.07,0.24,0.13,0.08,0.04268056968,0.11,0.89,0.48,0.53,0.02,0.22,0.47,0.13,0.03,0.05,0.02,0.38,0.18,0.38,0.35,0.16,0.12,0.23,0.03,0.23,0.44,0.01,0.42,0.18,36047040200,LI - Not Losing Low-Income Households,40.6,-73.98,0,0,0,NY,197509,0,0.076,0,40.5960009,-73.9827234,1286,505
289,433,51.1,26822,52480,1464,11.5,4.2,708300,3119,641,1421,3681,1279,1089,3770,75.84,31.5,0.09,0.07,0.02,0.02,0.16,0.05,0.05,0.02,0.17,0.22,0.13,0.04,0.06,0.23,0.86,0.41,0.73,0.08,0.46,0.67,0.05,0.09,0.06,0.04194654271,0.77,0.14,0.6,0.54,0.1,0.12,0.21,0.2,0.17,0.18,0.69,0.01,0.25,36047040300,LI - Not Losing Low-Income Households,40.68,-73.91,0,0,0,NY,210275,0,0.081,0,40.6845226,-73.9082094,1366,1066
92,264,45.9,52328,74929,911,4.1,4.2,691900,2862,931,1187,2343,1280,1204,2343,96.89,42.3,0.1,0.05,0.05,0.04,0.07,0.06,0.02,0.1,0.11,0.33,0.06,0.05,0.05,0.05,0.92,0.56,0.54,0.06,0.25,0.42,0.17,0.07,0.08,0.02,0.42,0.12,0.4,0.36,0.16,0.11,0.25,0.02,0.16,0.54,0.01,0.41,0.11,36047040400,LI - Not Losing Low-Income Households,40.6,-73.99,0,0,0,NY,153660,0,0.059,0,40.6021856,-73.9854194,1313,1228
112,153,51.9,51964,64340,651,3.4,3.9,446200,3541,1229,1366,1571,498,437,1590,108.39,30.8,0.06,0.08,0.04,0.02746184285,0.19,0.08,0.03,0.09,0.09,0.21,0.16,0.01,0.03,0.19,0.83,0.49,0.79,0.06,0.45,0.63,0.12,0.01,0.02,0.06,0.59,0.07,0.51,0.47,0.08,0.08,0.26,0.1,0.07,0.19,0.38,0.03,0.58,36047040500,LI - Ongoing Gentrification,40.68,-73.91,1,2,2,NY,137931,0,0.053,0,40.6815808,-73.9051926,1421,938
167,438,44.8,36719,63246,1192,4.944467354,4.1,783600,2280,768,1249,3117,1751,1731,3117,89.48,37.8,0.08,0.03,0.05,0.01,0.11,0.1,0.03797297297,0.09,0.08,0.27,0.18,0.03,0.04,0.13,0.9,0.51,0.57,0.05,0.27,0.41,0.16,0.04,0.1,0.03,0.51,0.12,0.35,0.41,0.14,0.12,0.3,0.03,0.17,0.37,0.01,0.51,0.14,36047040600,LI - Not Losing Low-Income Households,40.6,-73.98,0,0,0,NY,147049,0,0.057,0,40.6005116,-73.9823218,1287,1172
450,288,43,56761,67006,1097,3.8,4.5,614100,2930,920,1287,3391,1966,1915,3391,101.01,33.5,0.13,0.07,0.06,0.01,0.17,0.1,0.01,0.07,0.08,0.23,0.15,0.03,0.03,0.12,0.81,0.47,0.59,0.03,0.29,0.36,0.06,0.04,0.19,0.04194654271,0.69,0.11,0.45,0.38,0.16,0.13,0.27,0.02,0.14,0.37,0.04,0.45,0.15,36047040800,MHI - Stable Exclusion,40.6,-73.98,0,0,0,NY,152930,0,0.059,0,40.6012012,-73.9791341,1286,1169
313,497,39.8,43981,52371,1420,8.9,4,457400,2298,663,1404,3615,1444,1407,3663,75.77,30.2,0.12,0.14,0.07,0.03,0.12,0.06,0.06,0.04,0.05,0.23,0.12,0.07,0.03,0.12,0.77,0.34,0.82,0.1,0.38,0.69,0.05,0.05078651685,0.14,0.08,0.75,0.07,0.6,0.62,0.18,0.15,0.19,0.12,0.07,0.36,0.36,0.01,0.71,36047040900,LI - Not Losing Low-Income Households,40.69,-73.9,0,0,0,NY,172310,0,0.067,0,40.6910811,-73.904613,1473,1285
120,230,37.9,41786,58514,761,4.1,4.5,625800,2362,683,1172,1861,835,803,1887,95.75,43.9,0.16,0.02,0.06,0.07,0.1,0.1,0.04,0.05,0.12,0.22,0.02,0.17,0.05,0.11,0.91,0.48,0.48,0.05,0.3,0.29,0.11,0.03,0.03,0.06,0.43,0.21,0.34,0.3,0.12,0.09,0.3,0.03,0.24,0.66,0.01,0.29,0.12,36047041000,LI - Not Losing Low-Income Households,40.6,-73.98,0,0,0,NY,142871,0,0.055,0,40.6009797,-73.9754514,1287,1169
215,351,52.1,35391,76940,1304,6.7,4,398100,2293,527,1066,3158,1405,1294,3158,113.67,34.3,0.11,0.03,0.03,0.07,0.14,0.08,0.06,0.07,0.07,0.25,0.1,0.07,0.03,0.14,0.85,0.41,0.79,0.07,0.37,0.69,0.05,0.05078651685,0.09,0.04,0.69,0.14,0.54,0.57,0.19,0.12,0.13,0.13,0.17,0.24,0.37,0.02,0.52,36047041100,LI - At Risk of Gentrification,40.69,-73.91,1,1,1,NY,134881,0,0.052,0,40.6878787,-73.9071509,1426,1285
291,455,45.4,52083,98656,1152,4.944467354,4.6,656400,2059,822,1196,3141,1439,1357,3141,90.83,33.9,0.05,0.08,0.07,0.04,0.08,0.04,0.04,0.09,0.1,0.29,0.08,0.05,0.05,0.11,0.92,0.59,0.56,0.02,0.3,0.37,0.15,0.03,0.09,0.04194654271,0.67,0.12,0.48,0.34,0.15,0.06,0.24,0.03,0.16,0.66,0.2795633877,0.27,0.19,36047041200,LI - Not Losing Low-Income Households,40.6,-73.97,0,0,0,NY,165322,0,0.064,0,40.6041574,-73.9741916,1444,1183
453,692,43.8,39727,54560,1440,3.3,4.4,499100,3244,691,1285,4217,1827,1601,4217,83.99,32.4,0.07,0.04,0.04,0.04,0.15,0.08,0.03,0.03,0.11,0.26,0.11,0.08,0.03,0.13,0.88,0.36,0.82,0.04,0.35,0.69,0.1,0.05078651685,0.09,0.03,0.8,0.12,0.54,0.49,0.17,0.15,0.16,0.1,0.15,0.27,0.51,0.03,0.6,36047041300,LI - Ongoing Gentrification,40.69,-73.91,1,2,2,NY,162166,0,0.063,0,40.6898146,-73.91062,1428,1066
206,130,41.2,58750,77895,561,1.7,4.5,493500,3292,920,1390,1493,629,614,1493,92.4,35.4,0.06,0.02,0.03,0.06,0.18,0.04,0.04,0.06,0.06,0.24,0.15,0.04,0.08,0.1,0.92,0.62,0.52,0.04078389831,0.25,0.33,0.24,0.05,0.04,0.03,0.57,0.14,0.4,0.3,0.11,0.08,0.27,0.03,0.16,0.78,0.01,0.06,0.17,36047041401,MHI - Stable Exclusion,40.6,-73.97,0,0,0,NY,135123,0,0.052,0,40.6017065,-73.9710654,1444,1183
192,259,46.5,38375,86070,681,4.944467354,3.8,582861.201,4000,1500,1183,1765,796,796,1765,107.65,38.3,0.1,0.07,0.04,0.08,0.17,0.08,0.03797297297,0.13,0.05,0.32,0.04,0.01,0.01,0.14,0.9,0.49,0.72,0.01,0.29,0.37,0.25,0.03,0.07,0.11,0.46,0.2,0.29,0.21,0.04,0.09,0.41,0.02,0.22,1,0.2795633877,0.1562713675,0.01,36047041402,LI - Not Losing Low-Income Households,40.6,-73.97,0,0,0,NY,154394,0,0.06,0,40.6024233,-73.9679363,1444,1196
355,734,44.1,53442,63107,1427,5.9,4.5,617000,2381,835.5364007,1426,4311,1553,1147,4311,74.61,29.2,0.19,0.07,0.03,0.02,0.07,0.07,0.04,0.04,0.11,0.29,0.16,0.06,0.04,0.14,0.86,0.44,0.74,0.02,0.37,0.57,0.08,0.01,0.11,0.04,0.82,0.06,0.55,0.64,0.1,0.22,0.17,0.1,0.08,0.41,0.44,0.02,0.64,36047041500,LI - Ongoing Displacement of Low-Income Households,40.69,-73.91,0,0,0,NY,162692,0,0.063,0,40.6919502,-73.9143896,1428,1066
321,516,34.9,44426,71310,809,4.7,4.4,697500,3074,1068,1302,2532,1005,989,2532,104.03,28.7,0.08,0.05,0.02,0.04,0.29,0.07,0.01,0.09,0.09,0.17,0.07,0.11,0.04268056968,0.12,0.92,0.35,0.61,0.04,0.21,0.39,0.16,0.04,0.14,0.06,0.61,0.14,0.39,0.34,0.19,0.06,0.23,0.04,0.15,0.81,0.02,0.07,0.13,36047041600,LI - Not Losing Low-Income Households,40.6,-73.96,0,0,0,NY,162563,0,0.063,0,40.6024112,-73.9634864,1362,1134
184,535,40.1,27705,35743,1504,8.1,3.9,600900,2101,393,852,3208,1627,1144,3208,89.04,33.4,0.13,0.03,0.02,0.02746184285,0.17,0.06,0.01,0.05,0.13,0.32,0.1,0.08,0.02,0.2,0.87,0.38,0.9,0.02,0.27,0.84,0.01,0.05078651685,0.08,0.08,0.74,0.17,0.55,0.53,0.3,0.14,0.11,0.06,0.18,0.41,0.35,0.09,0.67,36047041700,LI - At Risk of Gentrification,40.69,-73.92,1,1,1,NY,141142,0,0.054,0,40.6937625,-73.9179179,1323,1118
479,638,29.7,33542,62112,872,7,4.4,782300,3181,1150,1247,2696,922,806,2713,103.68,26.4,0.1,0.11,0.03,0.07,0.13,0.1,0.03,0.04,0.1,0.3,0.01,0.07,0.01,0.16,0.96,0.49,0.64,0.02,0.34,0.39,0.19,0.05,0.11,0.02,0.34,0.16,0.34,0.27,0.08,0.12,0.21,0.03,0.18,0.89,0.03,0.03,0.16,36047041800,LI - Ongoing Displacement of Low-Income Households,40.61,-73.96,0,0,0,NY,164317,0,0.063,0,40.6054,-73.9648516,1440,1134
318,612,38.8,39504,54360,1412,4.944467354,4.1,493100,2694,1044,1250,3815,1538,1285,3815,99.53,27.9,0.17,0.04,0.07,0.01,0.12,0.07,0.05,0.08,0.05,0.22,0.21,0.05,0.05,0.15,0.84,0.41,0.76,0.04,0.36,0.61,0.02,0.03,0.1,0.04,0.68,0.06,0.62,0.5,0.16,0.19,0.19,0.1,0.08,0.45,0.26,0.02,0.65,36047041900,LI - Not Losing Low-Income Households,40.7,-73.92,0,0,0,NY,153013,0,0.059,0,40.6953233,-73.9210331,1381,852
199,429,26.5,46500,87824,567,4.944467354,5.1,927100,4000,1239,1440,1696,440,423,1696,91.42,27.3,0.07,0.03,0.04,0.13,0.09,0.04,0.01,0.05,0.07,0.43,0.02,0.05,0.04,0.11,0.97,0.66,0.53,0.02,0.24,0.32,0.17,0.01,0.08,0.03,0.45,0.14,0.3,0.24,0.09,0.03,0.36,0.09,0.17,0.95,0.02,0.02,0.05,36047042000,LI - Not Losing Low-Income Households,40.61,-73.96,0,0,0,NY,168649,0,0.065,0,40.6092377,-73.9643323,1358,1134
175,465,41.1,39483,54838,1436,2.2,4.2,597300,2700,558,1297,4190,1974,1362,4219,111.58,32.7,0.12,0.14,0.08,0.04,0.19,0.01,0.02,0.01,0.06,0.29,0.13,0.03,0.04268056968,0.15,0.8,0.37,0.86,0.06,0.39,0.72,0.05,0.02,0.09,0.04194654271,0.47,0.12,0.6,0.54,0.27,0.15,0.2,0.11,0.14,0.44,0.36,0.03,0.59,36047042100,LI - Ongoing Gentrification,40.7,-73.92,1,2,2,NY,153377,0,0.059,0,40.6970293,-73.9240384,1381,852
257,651,38.9,67500,104660,1177,2.8,4.5,791200,2958,1195,1444,3473,1425,1403,3501,122.57,32.8,0.09,0.06,0.07,0.09,0.14,0.05,0.02,0.06,0.12,0.23,0.1,0.07,0.01,0.03,0.86,0.6,0.66,0.03,0.29,0.28,0.25,0.01,0.12,0.02,0.67,0.1,0.44,0.24,0.08,0.07,0.35,0.05,0.14,0.85,0.01,0.01,0.19,36047042200,MHI - Stable Exclusion,40.61,-73.97,0,0,0,NY,227280,0,0.088,0,40.6068705,-73.9699923,1449,1183
330,537,38.3,47273,59436,1434,4.5,4,483800,2047,835.5364007,1412,4447,2342,1922,4718,102.66,28.6,0.14,0.1,0.11,0.02746184285,0.16,0.04,0.05,0.03,0.11,0.15,0.16,0.07,0.02,0.11,0.7,0.28,0.9,0.1,0.39,0.67,0.04,0.05078651685,0.09,0.1,1,0.08,0.63,0.56,0.21,0.24,0.21,0.12,0.1,0.51,0.17,0.05,0.7,36047042300,LI - Ongoing Gentrification,40.7,-73.93,1,2,2,NY,182229,0,0.07,0,40.6990021,-73.9272887,1716,1016
211,448,49.2,48750,69256,1435,4.3,4.1,635700,3079,912,1195,3786,2467,2396,3786,109.52,38.5,0.08,0.15,0.03,0.03,0.09,0.05,0.01,0.13,0.11,0.24,0.1,0.04,0.02,0.09,0.91,0.53,0.77,0.05,0.24,0.48,0.13,0.02,0.11,0.03,0.41,0.14,0.39,0.26,0.12,0.08,0.31,0.01,0.17,0.65,0.2795633877,0.26,0.14,36047042400,LI - Ongoing Displacement of Low-Income Households,40.61,-73.98,0,0,0,NY,161032,0,0.062,0,40.6067483,-73.9760484,1287,1169
226,533,40.1,49521,64726,1128,1.3,3.9,397100,2637.827457,835.5364007,1439,2918,897,796,2932,100.14,28.3,0.08,0.04,0.06,0.01,0.13,0.01,0.08,0.05,0.15,0.18,0.21,0.06,0.01,0.1,0.75,0.55,0.97,0.07,0.48,0.6,0.08,0.01,0.09,0.05,0.49,0.04,0.65,0.6,0.05,0.07,0.43,0.19,0.04,0.48,0.1,0.03,0.63,36047042500,LI - Ongoing Gentrification,40.7,-73.93,1,2,2,NY,167840,0,0.065,0,40.7014485,-73.9309587,1716,1016
202,451,48.2,46316,55140,1550,0.3,3.6,603900,2453,800,1169,4231,2969,2929,4231,80.12,43.9,0.09,0.07,0.04,0.04,0.11,0.05,0.03797297297,0.05,0.13,0.28,0.14,0.07,0.03,0.14,0.81,0.4,0.75,0.04,0.34,0.56,0.11,0.02,0.14,0.06,0.29,0.18,0.33,0.29,0.16,0.12,0.3,0.1021207729,0.2,0.54,0.02,0.32,0.18,36047042600,LI - Not Losing Low-Income Households,40.61,-73.98,0,0,0,NY,170007,0,0.066,0,40.605675,-73.9801891,1287,1172
332,925,36.8,47703,66041,1879,6.7,4,704200,3545,535,1384,5496,2303,2030,5496,113.19,27.7,0.14,0.07,0.04,0.07,0.12,0.04,0.06,0.07,0.13,0.15,0.18,0.07,0.01,0.11,0.66,0.3,0.94,0.06,0.38,0.8,0.01,0.03,0.2,0.06,0.41,0.03,0.7,0.62,0.22,0.19,0.28,0.17,0.03,0.62,0.13,0.05,0.64,36047042700,LI - Ongoing Gentrification,40.7,-73.93,1,2,2,NY,148265,0,0.057,0,40.7036832,-73.9271913,1716,904
